University,Country,URL
Tbilisi Teaching University,Georgia,"=HYPERLINK(""http://www.tbuniver.edu.ge/"", ""http://www.tbuniver.edu.ge/"")"
"Teacher Training College of Revalidation, Rehabilitation and Physical Education",Poland,"=HYPERLINK(""http://www.nkrriwf.pl/"", ""http://www.nkrriwf.pl/"")"
Technical Institute of Dubnica in Dubnica nad Váhom,Slovakia,"=HYPERLINK(""http://www.dti.sk/"", ""http://www.dti.sk/"")"
Technical University in Kosice,Slovakia,"=HYPERLINK(""http://www.tuke.sk/"", ""http://www.tuke.sk/"")"
Technical University in Zvolen,Slovakia,"=HYPERLINK(""http://www.tuzvo.sk/"", ""http://www.tuzvo.sk/"")"
Technical University of Bialystok,Poland,"=HYPERLINK(""http://www.pb.bialystok.pl/"", ""http://www.pb.bialystok.pl/"")"
Technical University of Budapest,Hungary,"=HYPERLINK(""http://www.bme.hu/"", ""http://www.bme.hu/"")"
Technical University of Civil Engineering Bucharest,Romania,"=HYPERLINK(""http://www.utcb.ro/"", ""http://www.utcb.ro/"")"
Technical University of Cluj-Napoca,Romania,"=HYPERLINK(""http://www.utcluj.ro/"", ""http://www.utcluj.ro/"")"
Technical University of Cracow,Poland,"=HYPERLINK(""http://www.pk.edu.pl/"", ""http://www.pk.edu.pl/"")"
Technical University of Crete,Greece,"=HYPERLINK(""http://www.tuc.gr/"", ""http://www.tuc.gr/"")"
Technical University of Czestochowa,Poland,"=HYPERLINK(""http://www.pcz.czest.pl/"", ""http://www.pcz.czest.pl/"")"
Technical University of Denmark,Denmark,"=HYPERLINK(""http://www.dtu.dk/"", ""http://www.dtu.dk/"")"
Technical University of Gabrovo,Bulgaria,"=HYPERLINK(""https://www.tugab.bg/"", ""https://www.tugab.bg/"")"
Technical University of Gdansk,Poland,"=HYPERLINK(""http://www.pg.gda.pl/"", ""http://www.pg.gda.pl/"")"
Technical University of Iasi,Romania,"=HYPERLINK(""http://www.tuiasi.ro/"", ""http://www.tuiasi.ro/"")"
Technical University of Kenya,Kenya,"=HYPERLINK(""http://www.tukenya.ac.ke/"", ""http://www.tukenya.ac.ke/"")"
Technical University of Kielce,Poland,"=HYPERLINK(""http://www.tu.kielce.pl/"", ""http://www.tu.kielce.pl/"")"
Technical University of Koszalin,Poland,"=HYPERLINK(""http://www.tu.koszalin.pl/"", ""http://www.tu.koszalin.pl/"")"
Technical University of Liberec,Czech Republic,"=HYPERLINK(""http://www.vslib.cz/"", ""http://www.vslib.cz/"")"
Technical University of Lodz,Poland,"=HYPERLINK(""http://www.p.lodz.pl/"", ""http://www.p.lodz.pl/"")"
Technical University of Lublin,Poland,"=HYPERLINK(""http://www.pol.lublin.pl/"", ""http://www.pol.lublin.pl/"")"
Technical University of Mining and Metallurgy Ostrava,Czech Republic,"=HYPERLINK(""http://www.vsb.cz/"", ""http://www.vsb.cz/"")"
Technical University of Mombasa,Kenya,"=HYPERLINK(""http://www.tum.ac.ke/"", ""http://www.tum.ac.ke/"")"
Technical University of Opole,Poland,"=HYPERLINK(""http://www.po.opole.pl/"", ""http://www.po.opole.pl/"")"
Technical University of Poznan,Poland,"=HYPERLINK(""http://www.put.poznan.pl/"", ""http://www.put.poznan.pl/"")"
Technical University of Radom,Poland,"=HYPERLINK(""http://www.man.radom.pl/"", ""http://www.man.radom.pl/"")"
Technical University of Rzeszow,Poland,"=HYPERLINK(""http://www.prz.rzeszow.pl/"", ""http://www.prz.rzeszow.pl/"")"
Technical University of Sofia,Bulgaria,"=HYPERLINK(""https://tu-sofia.bg/"", ""https://tu-sofia.bg/"")"
Technical University of Szczecin,Poland,"=HYPERLINK(""http://www.tuniv.szczecin.pl/"", ""http://www.tuniv.szczecin.pl/"")"
Technical University of Timisoara,Romania,"=HYPERLINK(""http://www.utt.ro/"", ""http://www.utt.ro/"")"
Technical University of Varna,Bulgaria,"=HYPERLINK(""http://tu-varna.bg/"", ""http://tu-varna.bg/"")"
Technical University of Warsaw,Poland,"=HYPERLINK(""http://www.pw.edu.pl/"", ""http://www.pw.edu.pl/"")"
Technical University of Wroclaw,Poland,"=HYPERLINK(""http://www.pwr.wroc.pl/"", ""http://www.pwr.wroc.pl/"")"
Technical University of Zielona Gora,Poland,"=HYPERLINK(""http://www.pz.zgora.pl/"", ""http://www.pz.zgora.pl/"")"
Technikum Wien,Austria,"=HYPERLINK(""https://www.technikum-wien.at/"", ""https://www.technikum-wien.at/"")"
Technion - Israel Institute of Technology,Israel,"=HYPERLINK(""https://www.technion.ac.il/"", ""https://www.technion.ac.il/"")"
Technische Hochschule Aschaffenburg,Germany,"=HYPERLINK(""https://www.th-ab.de"", ""https://www.th-ab.de"")"
Technische Hochschule Brandenburg,Germany,"=HYPERLINK(""https://www.th-brandenburg.de"", ""https://www.th-brandenburg.de"")"
Technische Hochschule Georg Agricola,Germany,"=HYPERLINK(""https://www.thga.de"", ""https://www.thga.de"")"
Technische Hochschule Ingolstadt,Germany,"=HYPERLINK(""https://www.thi.de"", ""https://www.thi.de"")"
Technische Hochschule Lübeck,Germany,"=HYPERLINK(""https://www.th-luebeck.de"", ""https://www.th-luebeck.de"")"
Technische Hochschule Mittelhessen,Germany,"=HYPERLINK(""https://www.thm.de/"", ""https://www.thm.de/"")"
Technische Hochschule Nürnberg Georg Simon Ohm,Germany,"=HYPERLINK(""https://www.th-nuernberg.de/"", ""https://www.th-nuernberg.de/"")"
Technische Hochschule Ostwestfalen-Lippe,Germany,"=HYPERLINK(""https://www.th-owl.de"", ""https://www.th-owl.de"")"
Technische Hochschule Rosenheim,Germany,"=HYPERLINK(""https://www.th-rosenheim.de"", ""https://www.th-rosenheim.de"")"
Technische Hochschule (TH) Bingen,Germany,"=HYPERLINK(""https://www.th-bingen.de"", ""https://www.th-bingen.de"")"
Technische Hochschule Ulm,Germany,"=HYPERLINK(""https://www.thu.de/"", ""https://www.thu.de/"")"
Technische Hochschule Wildau,Germany,"=HYPERLINK(""https://www.th-wildau.de"", ""https://www.th-wildau.de"")"
Technische Hochschule Würzburg-Schweinfurt,Germany,"=HYPERLINK(""https://www.thws.de"", ""https://www.thws.de"")"
Technischen Hochschule Deggendorf,Germany,"=HYPERLINK(""https://th-deg.de"", ""https://th-deg.de"")"
Technische Universität Bergakademie Freiberg,Germany,"=HYPERLINK(""http://tu-freiberg.de/"", ""http://tu-freiberg.de/"")"
Technische Universität Berlin,Germany,"=HYPERLINK(""http://www.tu-berlin.de/"", ""http://www.tu-berlin.de/"")"
Technische Universität Carolo-Wilhelmina Braunschweig,Germany,"=HYPERLINK(""https://www.tu-braunschweig.de/"", ""https://www.tu-braunschweig.de/"")"
Technische Universität Chemnitz,Germany,"=HYPERLINK(""https://www.tu-chemnitz.de/i"", ""https://www.tu-chemnitz.de/i"")"
Technische Universität Clausthal,Germany,"=HYPERLINK(""http://www.tu-clausthal.de/"", ""http://www.tu-clausthal.de/"")"
Technische Universität Darmstadt,Germany,"=HYPERLINK(""http://www.tu-darmstadt.de/"", ""http://www.tu-darmstadt.de/"")"
Technische Universität Dortmund,Germany,"=HYPERLINK(""https://www.tu-dortmund.de"", ""https://www.tu-dortmund.de"")"
Technische Universität Dresden,Germany,"=HYPERLINK(""https://tu-dresden.de/"", ""https://tu-dresden.de/"")"
Technische Universität Graz,Austria,"=HYPERLINK(""https://www.tugraz.at/"", ""https://www.tugraz.at/"")"
Technische Universität Hamburg-Harburg,Germany,"=HYPERLINK(""https://www.tuhh.de/"", ""https://www.tuhh.de/"")"
Technische Universität Ilmenau,Germany,"=HYPERLINK(""http://www.tu-ilmenau.de/"", ""http://www.tu-ilmenau.de/"")"
Technische Universität Kaiserslautern,Germany,"=HYPERLINK(""http://www.uni-kl.de/"", ""http://www.uni-kl.de/"")"
Technische Universität München,Germany,"=HYPERLINK(""https://www.tum.de"", ""https://www.tum.de"")"
Technische Universität Wien,Austria,"=HYPERLINK(""http://www.tuwien.ac.at/"", ""http://www.tuwien.ac.at/"")"
Technological Education Institute of Athens,Greece,"=HYPERLINK(""http://www.teiath.gr/"", ""http://www.teiath.gr/"")"
Technological Education Institute of Epiros,Greece,"=HYPERLINK(""http://www.teiep.gr/"", ""http://www.teiep.gr/"")"
"Technological Education Institute of Halkida, Euboea",Greece,"=HYPERLINK(""http://www.teihal.gr/"", ""http://www.teihal.gr/"")"
Technological Education Institute of Heraklion,Greece,"=HYPERLINK(""https://www.teicrete.gr/"", ""https://www.teicrete.gr/"")"
Technological Education Institute of Kalamata,Greece,"=HYPERLINK(""http://www.teikal.gr/"", ""http://www.teikal.gr/"")"
Technological Education Institute of Kavala,Greece,"=HYPERLINK(""http://www.teikav.edu.gr/"", ""http://www.teikav.edu.gr/"")"
Technological Education Institute of Kozani,Greece,"=HYPERLINK(""http://www.teikoz.gr/"", ""http://www.teikoz.gr/"")"
Technological Education Institute of Lamia,Greece,"=HYPERLINK(""http://www.teilam.gr/"", ""http://www.teilam.gr/"")"
Technological Education Institute of Larissa,Greece,"=HYPERLINK(""http://www.teilar.gr/"", ""http://www.teilar.gr/"")"
Technological Education Institute of Mesologgi,Greece,"=HYPERLINK(""http://www.teimes.gr/"", ""http://www.teimes.gr/"")"
Technological Education Institute of Patras,Greece,"=HYPERLINK(""http://www.teipat.gr/"", ""http://www.teipat.gr/"")"
Technological Education Institute of Piraeus,Greece,"=HYPERLINK(""http://www.teipir.gr/"", ""http://www.teipir.gr/"")"
Technological Education Institute of Serres,Greece,"=HYPERLINK(""http://www.teiser.gr/"", ""http://www.teiser.gr/"")"
Technological Education Institute of Thessaloniki,Greece,"=HYPERLINK(""http://www.teithe.gr/"", ""http://www.teithe.gr/"")"
Technological University (Banmaw),Burma,"=HYPERLINK(""http://tubanmaw.moe-st.gov.mm/"", ""http://tubanmaw.moe-st.gov.mm/"")"
Technological University (Dawei),Burma,"=HYPERLINK(""http://tudawei.moe-st.gov.mm/"", ""http://tudawei.moe-st.gov.mm/"")"
Technological University (Hinthada),Burma,"=HYPERLINK(""http://tuhinthata.moe-st.gov.mm/"", ""http://tuhinthata.moe-st.gov.mm/"")"
Technological University (Hmawbi),Burma,"=HYPERLINK(""http://tuhbi.moe-st.gov.mm/"", ""http://tuhbi.moe-st.gov.mm/"")"
Technological University (Hpa-an),Burma,"=HYPERLINK(""http://tuhpn.moe-st.gov.mm/"", ""http://tuhpn.moe-st.gov.mm/"")"
Technological University (Kalay),Burma,"=HYPERLINK(""http://tukly.moe-st.gov.mm/"", ""http://tukly.moe-st.gov.mm/"")"
Technological University (Kyaing Tong),Burma,"=HYPERLINK(""http://tukyaingtong.moe-st.gov.mm/"", ""http://tukyaingtong.moe-st.gov.mm/"")"
Technological University (Kyaukse),Burma,"=HYPERLINK(""http://tukse.moe-st.gov.mm/"", ""http://tukse.moe-st.gov.mm/"")"
Technological University (Lashio),Burma,"=HYPERLINK(""http://tulso.moe-st.gov.mm/"", ""http://tulso.moe-st.gov.mm/"")"
Technological University (Loikaw),Burma,"=HYPERLINK(""http://tuloikaw.moe-st.gov.mm/"", ""http://tuloikaw.moe-st.gov.mm/"")"
Technological University (Magway),Burma,"=HYPERLINK(""http://tumgy.moe-st.gov.mm/"", ""http://tumgy.moe-st.gov.mm/"")"
Technological University (Mandalay),Burma,"=HYPERLINK(""http://tumdy.most.gov.mm/"", ""http://tumdy.most.gov.mm/"")"
Technological University (Mandalay),Burma,"=HYPERLINK(""http://mtu.moe-st.gov.mm/"", ""http://mtu.moe-st.gov.mm/"")"
Technological University (Maubin),Burma,"=HYPERLINK(""http://tumaubin.moe-st.gov.mm/"", ""http://tumaubin.moe-st.gov.mm/"")"
Technological University (Mawlamyaing),Burma,"=HYPERLINK(""http://tumlm.moe-st.gov.mm/"", ""http://tumlm.moe-st.gov.mm/"")"
Technological University (Meikhtila),Burma,"=HYPERLINK(""http://tumtla.moe-st.gov.mm/"", ""http://tumtla.moe-st.gov.mm/"")"
Technological University (Monywa),Burma,"=HYPERLINK(""http://tumonywa.moe-st.gov.mm/"", ""http://tumonywa.moe-st.gov.mm/"")"
Technological University (Myeik),Burma,"=HYPERLINK(""http://tumyeik.moe-st.gov.mm/"", ""http://tumyeik.moe-st.gov.mm/"")"
Technological University (Myitkyina),Burma,"=HYPERLINK(""http://tumka.moe-st.gov.mm/"", ""http://tumka.moe-st.gov.mm/"")"
Technological University of Iceland,Iceland,"=HYPERLINK(""http://www.iti.is/"", ""http://www.iti.is/"")"
Technological University of Tajikistan,Tajikistan,"=HYPERLINK(""http://tut.tj/"", ""http://tut.tj/"")"
Technological University of the Philippines,Philippines,"=HYPERLINK(""http://www.tup.edu.ph/"", ""http://www.tup.edu.ph/"")"
Technological University (Pakokku),Burma,"=HYPERLINK(""http://tupku.moe-st.gov.mm/"", ""http://tupku.moe-st.gov.mm/"")"
Technological University (Pathein),Burma,"=HYPERLINK(""http://tupathein.moe-st.gov.mm/"", ""http://tupathein.moe-st.gov.mm/"")"
Technological University (Pinlon),Burma,"=HYPERLINK(""http://tupln.moe-st.gov.mm/"", ""http://tupln.moe-st.gov.mm/"")"
Technological University (Pyay),Burma,"=HYPERLINK(""http://ptu.moe-st.gov.mm/"", ""http://ptu.moe-st.gov.mm/"")"
Technological University (Sittwe),Burma,"=HYPERLINK(""http://tusty.moe-st.gov.mm/"", ""http://tusty.moe-st.gov.mm/"")"
Technological University (Taunggyi),Burma,"=HYPERLINK(""http://tutgi.moe-st.gov.mm/"", ""http://tutgi.moe-st.gov.mm/"")"
"Technological University, Taungoo",Burma,"=HYPERLINK(""http://tutoungoo.moe-st.gov.mm/"", ""http://tutoungoo.moe-st.gov.mm/"")"
Technological University (Thanlyin),Burma,"=HYPERLINK(""http://www.ttu.edu.mm/"", ""http://www.ttu.edu.mm/"")"
Technological University (West Yangon),Burma,"=HYPERLINK(""http://www.wytu.edu.mm/"", ""http://www.wytu.edu.mm/"")"
Technological University (Yangon),Burma,"=HYPERLINK(""http://ytu.edu.mm/"", ""http://ytu.edu.mm/"")"
"Tecnologico de Baja California, Universidad",Mexico,"=HYPERLINK(""http://www.tecbc.mx/"", ""http://www.tecbc.mx/"")"
Tehran University of Medical Sciences,Iran,"=HYPERLINK(""http://www.tums.ac.ir/"", ""http://www.tums.ac.ir/"")"
Tehran University of Teacher Training,Iran,"=HYPERLINK(""http://www.tmu.ac.ir/"", ""http://www.tmu.ac.ir/"")"
Teikyo University,Japan,"=HYPERLINK(""https://www.teikyo-u.ac.jp"", ""https://www.teikyo-u.ac.jp"")"
Teikyo University of Science and Technology,Japan,"=HYPERLINK(""http://www.ntu.ac.jp/"", ""http://www.ntu.ac.jp/"")"
Telangana University,India,"=HYPERLINK(""http://www.telanganauniversity.ac.in/"", ""http://www.telanganauniversity.ac.in/"")"
Tel Aviv University,Israel,"=HYPERLINK(""https://www.tau.ac.il/"", ""https://www.tau.ac.il/"")"
Telkom University,Indonesia,"=HYPERLINK(""https://telkomuniversity.ac.id/"", ""https://telkomuniversity.ac.id/"")"
Temple University Japan,Japan,"=HYPERLINK(""http://www.tuj.ac.jp/"", ""http://www.tuj.ac.jp/"")"
Tenri University,Japan,"=HYPERLINK(""http://www.tenri-u.ac.jp/"", ""http://www.tenri-u.ac.jp/"")"
Teri School Of Advanced Studies,India,"=HYPERLINK(""https://www.terisas.ac.in/"", ""https://www.terisas.ac.in/"")"
Ternopil National Economic University,Ukraine,"=HYPERLINK(""http://www.tneu.edu.ua/"", ""http://www.tneu.edu.ua/"")"
Ternopil State Ivan Pul'uj Technical University,Ukraine,"=HYPERLINK(""http://tntu.edu.ua/"", ""http://tntu.edu.ua/"")"
Texila American University,Guyana,"=HYPERLINK(""http://www.tauedu.org/"", ""http://www.tauedu.org/"")"
Textile Institute of Pakistan,Pakistan,"=HYPERLINK(""http://tip.edu.pk/"", ""http://tip.edu.pk/"")"
Tezpur University,India,"=HYPERLINK(""http://www.tezu.ernet.in/"", ""http://www.tezu.ernet.in/"")"
Tezukayama Gakuin University,Japan,"=HYPERLINK(""http://www.tezuka-gu.ac.jp/"", ""http://www.tezuka-gu.ac.jp/"")"
Tezukayama University,Japan,"=HYPERLINK(""http://www.tezukayama-u.ac.jp/"", ""http://www.tezukayama-u.ac.jp/"")"
Thainguyen University of Agriculture and Forestry,Vietnam,"=HYPERLINK(""http://tuaf.edu.vn/"", ""http://tuaf.edu.vn/"")"
Thaksin University,Thailand,"=HYPERLINK(""http://www.tsu.ac.th/"", ""http://www.tsu.ac.th/"")"
Thamar University,Yemen,"=HYPERLINK(""http://www.thuniv.net/"", ""http://www.thuniv.net/"")"
Thames Valley University,United Kingdom,"=HYPERLINK(""http://www.tvu.ac.uk/"", ""http://www.tvu.ac.uk/"")"
Thammasat University,Thailand,"=HYPERLINK(""http://www.tu.ac.th/"", ""http://www.tu.ac.th/"")"
Thapar Institute of Engineering and Technology,India,"=HYPERLINK(""http://www.thapar.edu/"", ""http://www.thapar.edu/"")"
The Academic College of Tel Aviv Yaffo,Israel,"=HYPERLINK(""http://www.int.mta.ac.il/"", ""http://www.int.mta.ac.il/"")"
The Achievers University,Nigeria,"=HYPERLINK(""http://www.achievers.edu.ng/"", ""http://www.achievers.edu.ng/"")"
The American University in London,United Kingdom,"=HYPERLINK(""http://www.aul.edu/"", ""http://www.aul.edu/"")"
"The Arab Academy For Management, Banking And Financial Sciences (aambfs)",Egypt,"=HYPERLINK(""https://www.aambfs.org"", ""https://www.aambfs.org"")"
Theatre Academy Finland,Finland,"=HYPERLINK(""http://www.teak.fi/"", ""http://www.teak.fi/"")"
The Bahá'í Institute For Higher Education (BIHE),Iran,"=HYPERLINK(""http://www.bihe.org/"", ""http://www.bihe.org/"")"
Thebes Academy,Egypt,"=HYPERLINK(""http://www.thebesacademy.org/"", ""http://www.thebesacademy.org/"")"
The College of The Bahamas,Bahamas,"=HYPERLINK(""http://www.cob.edu.bs/"", ""http://www.cob.edu.bs/"")"
The CTL Eurocollege,Cyprus,"=HYPERLINK(""http://www.ctleuro.ac.cy/"", ""http://www.ctleuro.ac.cy/"")"
The Department of European Studies Jean Monnet,Switzerland,"=HYPERLINK(""http://jeanmonnet.ch/"", ""http://jeanmonnet.ch/"")"
The Egyptian Academy of Computers and Information and Technology Management,Egypt,"=HYPERLINK(""https://thic.edu.eg/"", ""https://thic.edu.eg/"")"
The Egyptian E-Learning University,Egypt,"=HYPERLINK(""https://www.eelu.edu.eg"", ""https://www.eelu.edu.eg"")"
The Emirates Academy of Hotel Managment,United Arab Emirates,"=HYPERLINK(""http://www.emiratesacademy.edu/"", ""http://www.emiratesacademy.edu/"")"
The Federal Polytechnic Idah,Nigeria,"=HYPERLINK(""http://fepoda.edu.ng/"", ""http://fepoda.edu.ng/"")"
The Federal Polytechnic Offa,Nigeria,"=HYPERLINK(""http://www.fpo.edu.ng/"", ""http://www.fpo.edu.ng/"")"
The Future University,Sudan,"=HYPERLINK(""http://www.futureu.edu.sd/"", ""http://www.futureu.edu.sd/"")"
The Global College Lahore,Pakistan,"=HYPERLINK(""http://global.edu.pk/"", ""http://global.edu.pk/"")"
The Government Sadiq College Women University Bahawalpur,Pakistan,"=HYPERLINK(""http://www.gscwu.edu.pk/"", ""http://www.gscwu.edu.pk/"")"
The High Institute of Management and Sciences 6 October,Egypt,"=HYPERLINK(""http://csi.edu.eg/"", ""http://csi.edu.eg/"")"
The Interdisciplinary Center Herzliya,Israel,"=HYPERLINK(""https://www.idc.ac.il/"", ""https://www.idc.ac.il/"")"
The Kingdom University,Bahrain,"=HYPERLINK(""http://www.ku.edu.bh/"", ""http://www.ku.edu.bh/"")"
The Manchester Metropolitan University,United Kingdom,"=HYPERLINK(""http://www.mmu.ac.uk/"", ""http://www.mmu.ac.uk/"")"
The New College,India,"=HYPERLINK(""http://www.thenewcollege.in/"", ""http://www.thenewcollege.in/"")"
Theologische Fakultät Paderborn,Germany,"=HYPERLINK(""https://www.thf-paderborn.de"", ""https://www.thf-paderborn.de"")"
Theologische Fakultät Trier,Germany,"=HYPERLINK(""https://www.uni-trier.de/index.php?id=41977"", ""https://www.uni-trier.de/index.php?id=41977"")"
Theologische Hochschule Friedensau,Germany,"=HYPERLINK(""http://www.thh-friedensau.de/"", ""http://www.thh-friedensau.de/"")"
The Petroleum Institute,United Arab Emirates,"=HYPERLINK(""http://www.pi.ac.ae/"", ""http://www.pi.ac.ae/"")"
The Queen's University Belfast,United Kingdom,"=HYPERLINK(""http://www.qub.ac.uk/"", ""http://www.qub.ac.uk/"")"
The Robert Gordon University,United Kingdom,"=HYPERLINK(""http://www.rgu.ac.uk/"", ""http://www.rgu.ac.uk/"")"
The Superior College,Pakistan,"=HYPERLINK(""http://superior.edu.pk/"", ""http://superior.edu.pk/"")"
The Swiss Hotel School,South Africa,"=HYPERLINK(""https://www.swisshotelschool.co.za"", ""https://www.swisshotelschool.co.za"")"
The University of Agriculture,Pakistan,"=HYPERLINK(""http://www.aup.edu.pk/"", ""http://www.aup.edu.pk/"")"
The University of Nottingham Ningbo China,China,"=HYPERLINK(""https://www.nottingham.edu.cn/"", ""https://www.nottingham.edu.cn/"")"
The World Islamic Sciences & Education University,Jordan,"=HYPERLINK(""http://www.wise.edu.jo/"", ""http://www.wise.edu.jo/"")"
Thiagarajar College of Engineering,India,"=HYPERLINK(""http://www.tce.edu/"", ""http://www.tce.edu/"")"
